Site,site_code,Date,Lat,Long,watershed,Watershed_Level,status,Turbidity,TSS,ChlA,pH,ANC,SC,Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4,DOC,DTN
Joe Wright Reservoir,JOER,2022-08-09,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,4.38,3.96,0.97,7.11,458.23,51.62,1.44,0.02,0.64,1.31,6.7,0.11,0.49,0.03,0,3.24,2.84,0.19
Joe Wright Reservoir,JOER,2022-08-16,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,0.66,0.93,3.06,7.15,452.79,52.16,1.39,0.02,0.64,1.29,6.72,0.11,0.46,0.03,0,3.25,2.89,0.11
Beaver,BEAV,2022-08-17,40.579336,-105.5940998,CLP Tributary,NA,Partially Burned,32.18,26.36,NA,6.91,255.58,34.2,1.85,0.04,0.62,0.85,4.36,0.02,0.32,0.79,0,1.48,2.39,0.37
Joe Wright Reservoir,JOER,2022-08-23,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,2.45,2.7,2.22,6.92,420.18,47.43,1.21,0.04,0.53,1.01,5.95,0.06,0.47,0.02,0,3.07,2.5,0.19
Poudre at Archery Range,ARCH,2022-08-25,40.5479138,-105.0011275,CLP  Mainstem-Fort Collins,NA,Partially Burned,52.03,53.53,20.38,7.4,2358.44,629.95,25.36,0.1,2.63,17.92,64.98,0.49,21.61,1.49,0,124.04,3.27,0.92
Poudre at ELC,ELC,2022-08-25,40.5519476,-105.0105977,CLP  Mainstem-Fort Collins,NA,Partially Burned,34.98,41.51,25.91,7.6,2360.22,600.6,25.46,0.11,2.47,16.54,61.12,0.48,21.7,1.39,0,116.81,3.27,0.96
Joe Wright Reservoir,JOER,2022-08-25,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,3.65,3.74,3.23,6.95,381.13,44.19,1.16,0.03,0.49,0.97,5.62,0.06,0.49,0.03,0,3.13,2.72,0.16
JWC-Joe Wright @ Aspen Glen Campground,JWC,2022-08-25,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,1.31,2,1.11,7.31,375.4,41.69,1.19,0.06,0.58,0.8,5.29,0.06,0.55,0.14,0,2.04,2.68,0.31
Poudre at Legacy Bridge,LEGC,2022-08-25,40.6006194,-105.0860344,CLP  Mainstem-Fort Collins,NA,Partially Burned,31.07,28.73,4.2,7.07,773.59,104.34,4.68,0.04,1.93,2.26,12.28,0.39,2.08,1.24,0,7.66,2.77,0.37
Poudre at Bellvue Diversion,PBD,2022-08-25,40.663976,-105.215337,CLP Mainstem-Canyon,NA,Partially Burned,15,32.21,1.13,7.47,538.5,66.89,2.2,0.03,0.9,1.83,7.89,0.1,0.99,0.04,0,3.89,2.5,0.27
Poudre Above Joe Wright,PJW,2022-08-25,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,4.08,2.69,0.73,6.96,306.2,41.9,0.91,0.03,0.36,0.74,4.9,0.03,0.18,0.62,0,5.64,2.38,0.34
Poudre Above North Fork,PNF,2022-08-25,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,18.09,15.66,1.01,7.17,499.98,57.16,2.05,0.02,0.9,1.4,7.11,0.04,0.8,0.11,0,4.12,2.53,0.45
Poudre at Timberline,TIMB,2022-08-25,40.5754289,-105.0333903,CLP  Mainstem-Fort Collins,NA,Partially Burned,28.17,30.98,10.17,7.28,1388.19,247.78,13.38,0.09,2.33,6.16,24.46,0.47,11.83,1.17,0,34.22,3.22,0.67
JWC-Joe Wright @ Aspen Glen Campground,JWC,2022-08-26,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,6.25,7.8,0.76,7.18,461,44.39,1.12,0.04,0.54,0.84,5.22,0.02,0.52,0.18,0,1.94,2.47,0.26
Poudre at Bellvue Diversion,PBD,2022-08-26,40.663976,-105.215337,CLP Mainstem-Canyon,NA,Partially Burned,21.83,26.86,1.02,7.49,582.97,68.42,2.26,0.02,0.99,1.9,8.12,0.1,0.9,0.04,0,4,2.64,0.34
Poudre Below Rustic,PBR,2022-08-26,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,8.58,12.31,0.99,7.15,457.18,55.21,1.8,0.02,0.67,1.38,6.99,0.02,0.51,0.59,0,3.81,2.49,0.26
Poudre Above Joe Wright,PJW,2022-08-26,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,0.87,0.19,0.7,6.95,280.85,39.58,0.84,0.02,0.38,0.72,4.85,0.02,0.16,0.59,0,5.51,2.38,0.39
Poudre Above North Fork,PNF,2022-08-26,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,13.48,10.39,1.03,7.14,494.7,58.59,2.03,0.03,0.91,1.41,7.14,0.03,0.81,0.12,0,4.19,2.54,0.14
Poudre Below S. Fork,PSF,2022-08-26,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,30.51,28.8,1.16,7.06,486.63,56.43,1.78,0.02,0.74,1.53,7.11,0.03,0.54,0.44,0,3.04,2.61,0.22
Poudre South Fork,SFM,2022-08-26,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,7.44,10.4,0.73,6.94,400.67,35.91,1.68,0.02,0.47,0.78,3.77,0.04,0.23,0.15,0,1,2.42,0.19
Sleeping Elephant,SLEP,2022-08-26,40.682439,-105.771986,CLP Mainstem-Canyon,NA,Partially Burned,4.3,2.78,0.69,6.95,330.68,49.86,1.43,0.03,0.7,1.25,6.71,0.02,0.34,0.73,0,3.66,2.47,0.18
Joe Wright Reservoir,JOER,2022-08-30,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,3.33,4.04,2.56,6.94,381.82,43.64,1.08,0.02,0.47,0.92,5.55,0.05,0.44,0.03,0,3.02,2.51,0.1
Beaver,BEAV,2022-08-31,40.579336,-105.5940998,CLP Tributary,NA,Partially Burned,4.32,3.7,2.04,6.94,269.54,36.84,1.9,0.03,0.58,0.87,4.51,0.03,0.33,0.8,0,1.52,2.19,0.28
Poudre South Fork,SFM,2022-08-31,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,0.09,5.8,0.85,6.95,383.23,36.34,1.7,0.01,0.48,0.8,3.8,0.03,0.2,0.13,0,1.08,2.22,0.23
Joe Wright Reservoir,JOER,2022-09-06,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,0.87,0.82,2.23,7.07,389.27,46.55,1.42,0.02,0.67,1.08,6.17,0.09,0.38,0.02,0,2.85,2.86,0.09
Beaver,BEAV,2022-09-08,40.579336,-105.5940998,CLP Tributary,NA,Partially Burned,6.05,0.9,NA,6.95,279.62,36.02,2.06,0.03,0.53,0.92,4.6,0.04,0.36,0.13,0,1.82,1.94,0.23
JWC-Joe Wright @ Aspen Glen Campground,JWC,2022-09-09,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,2.95,0.97,1.45,6.84,456.23,49.75,1.53,0.03,0.78,1.23,6.4,0.05,0.55,0.13,0,2.45,2.55,0.27
Poudre at Bellvue Diversion,PBD,2022-09-09,40.663976,-105.215337,CLP Mainstem-Canyon,NA,Partially Burned,10.56,6.53,0.42,7.28,588.8,75.71,2.62,0.05,0.99,2.02,9.74,0.17,1.37,0.06,0,5.44,2.29,0.12
Poudre Below Rustic,PBR,2022-09-09,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,4.06,1.11,0.14,6.85,541.98,62.73,1.93,0.05,0.88,1.68,8.27,0.02,0.58,0.13,0,4.2,2.26,0.22
Poudre Above Joe Wright,PJW,2022-09-09,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,0.85,0.19,0.25,6.73,310.1,46.51,1.34,0.03,0.62,1.04,5.62,0.02,0.17,0.55,0,7.68,1.92,0.42
Poudre Above North Fork,PNF,2022-09-09,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,13.27,3.6,0.58,7.17,478.04,64.02,2.16,0.01,0.91,1.7,8.25,0.06,0.73,0.09,0,5.48,2.14,0.17
Poudre Below S. Fork,PSF,2022-09-09,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,11.48,18.6,0.79,7.07,541.23,64.88,2.09,0.02,0.88,1.62,7.77,0.02,0.6,0.11,0,5.39,2.09,0.13
Poudre South Fork,SFM,2022-09-09,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,0.49,2,1.01,6.96,408.77,47.13,2.5,0.01,0.67,1.26,5.51,0.02,0.44,0.23,0,2.3,2.19,0.1
Sleeping Elephant,SLEP,2022-09-09,40.682439,-105.771986,CLP Mainstem-Canyon,NA,Partially Burned,5.98,4.6,1.04,6.93,362.27,54.55,1.49,0.03,0.7,1.37,7.61,0.02,0.31,0.35,0,6.59,2.17,0.14
Joe Wright Reservoir,JOER,2022-09-13,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,0.62,1.04,2.59,6.97,487,58.17,1.45,0.03,0.65,1.45,7.88,0.1,0.5,0.08,0,3.55,2.62,0.1
Poudre at Archery Range,ARCH,2022-09-19,40.5479138,-105.0011275,CLP  Mainstem-Fort Collins,NA,Partially Burned,23.54,24.4,3.5,7.52,2451.49,596.77,23.94,0.26,2.33,16.77,57.37,0.17,17.17,1.83,0,125.26,3.6,1.43
Poudre at ELC,ELC,2022-09-19,40.5519476,-105.0105977,CLP  Mainstem-Fort Collins,NA,Partially Burned,6.47,4.98,5.49,7.82,2787.5,503.29,17.88,0.39,1.66,11.02,44.61,0.13,15.38,1.63,0,77.31,3.28,1.11
Joe Wright Reservoir,JOER,2022-09-19,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,4.36,3,2.35,6.96,514.86,59.41,1.55,0.02,0.7,1.53,8.03,0.09,0.52,0.08,0,3.62,2.8,0.12
JWC-Joe Wright @ Aspen Glen Campground,JWC,2022-09-19,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,0.46,3,1.62,6.97,499.88,56.73,1.66,0.03,0.89,1.32,7.67,0.05,0.62,0.14,0,2.85,2.58,0.29
Poudre at Legacy Bridge,LEGC,2022-09-19,40.6006194,-105.0860344,CLP  Mainstem-Fort Collins,NA,Partially Burned,2.89,1.9,1.73,7.39,1435.35,189.85,5.88,0.33,0.94,5.3,30.15,0.08,2.37,0.92,0,8.63,2.68,0.49
Poudre at Bellvue Diversion,PBD,2022-09-19,40.663976,-105.215337,CLP Mainstem-Canyon,NA,Partially Burned,10.93,7.19,0.41,7.18,638.67,76.93,2.85,0,1.01,2.12,9.5,0.12,1.63,0.07,0,3.83,2.48,0.08
Poudre Below Rustic,PBR,2022-09-19,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,4.33,4.6,0.66,7.08,589.34,67.11,2.27,0.02,1,1.7,8.27,0.02,0.86,0.08,0,3.58,2.22,0.18
Poudre Above North Fork,PNF,2022-09-19,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,8.17,4.83,0.37,7.17,573.79,67.03,2.44,0,1.1,1.9,8.67,0.05,1.05,0.07,0,3.62,2.23,0.16
Poudre at Timberline,TIMB,2022-09-19,40.5754289,-105.0333903,CLP  Mainstem-Fort Collins,NA,Partially Burned,9.29,8.63,2.66,7.4,1462.83,349.53,14.47,0.41,1.2,7.91,32.74,0.12,12.41,1.71,0,62.25,3.06,1.22
Joe Wright Reservoir,JOER,2022-09-20,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,1.82,1.81,2.68,6.96,525.81,57.46,1.55,0.03,0.62,1.43,7.34,0.08,0.49,0.08,0,3.29,2.33,0.19
Beaver,BEAV,2022-09-22,40.579336,-105.5940998,CLP Tributary,NA,Partially Burned,4.95,1.22,NA,6.96,369.4,39.97,2.04,0.06,0.62,1.08,4.88,0.03,0.47,0.15,0,1.48,2.35,0.11
JWC-Joe Wright @ Aspen Glen Campground,JWC,2022-09-23,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,1.71,1.8,2.91,7,510.46,54.53,1.66,0.04,0.79,1.29,6.98,0.06,0.62,0.08,0,2.34,2.34,0.25
Poudre at Bellvue Diversion,PBD,2022-09-23,40.663976,-105.215337,CLP Mainstem-Canyon,NA,Partially Burned,11.22,8.6,0.62,6.98,598.04,68.67,2.68,0.07,0.94,1.85,8.4,0.11,1.3,0.08,0,3.09,2.18,0.08
Poudre Below Rustic,PBR,2022-09-23,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,2.78,1.8,1.2,6.91,518.52,60.13,2.15,0.05,0.92,1.63,7.67,0.08,0.95,0.08,0,3.06,2.18,0.06
Poudre Above Joe Wright,PJW,2022-09-23,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,0.87,1.4,3.45,6.87,353.99,45.66,1.9,0.03,0.7,1.19,5.86,0.12,0.75,0.52,0,3.62,2.42,0.85
Poudre Above North Fork,PNF,2022-09-23,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,6.48,4.6,0.9,6.93,563.8,64.85,2.38,0.06,0.9,1.71,7.91,0.1,1.01,0.08,0,3.05,2.02,0.13
Poudre Below S. Fork,PSF,2022-09-23,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,4.34,3.41,0.95,6.92,497.31,60.44,2.29,0.04,0.89,1.62,7.28,0.09,0.89,0.08,0,3.85,2.33,0.08
Poudre South Fork,SFM,2022-09-23,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,5.52,4.2,1.47,6.89,444.64,47.34,2.38,0.02,0.71,1.26,5.35,0.14,0.59,0.2,0,1.89,1.96,0.06
Sleeping Elephant,SLEP,2022-09-23,40.682439,-105.771986,CLP Mainstem-Canyon,NA,Partially Burned,2.43,2.4,2.6,6.86,438.68,52.37,1.81,0.03,0.79,1.31,7.01,0.08,0.69,0.13,0,2.75,2.29,0.28
Joe Wright Reservoir,JOER,2022-09-27,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,0.34,0.32,1.25,6.96,494.98,57.78,1.49,0.03,0.63,1.5,7.52,0.08,0.54,0.1,0,3.45,2.62,0.2
Beaver,BEAV,2022-09-28,40.579336,-105.5940998,CLP Tributary,NA,Partially Burned,3.85,2.4,2.12,6.96,380.02,41.92,2,0.03,0.64,1.03,4.84,0.02,0.43,0.16,0,1.51,2.09,0.2
Poudre South Fork,SFM,2022-09-28,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,0.22,0,0.95,6.94,394.93,43.07,2.31,0.01,0.65,1.23,5.21,0.12,0.55,0.23,0,1.83,1.96,0.07
Joe Wright Reservoir,JOER,2022-10-04,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,13.08,17.5,1.92,6.9,479.46,57.05,1.71,0.01,0.45,1.66,7.81,0.08,0.56,0.1,0,3.65,2.69,0.08
Beaver,BEAV,2022-10-06,40.579336,-105.5940998,CLP Tributary,NA,Partially Burned,3.47,1.3,NA,6.98,396.85,45.28,2.71,0.03,0.49,1.15,4.93,0.04,0.6,0.25,0,2.25,1.98,0.14
JWC-Joe Wright @ Aspen Glen Campground,JWC,2022-10-07,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,4.43,3.24,1.16,7.03,537.82,65.78,2.54,0,0.73,1.59,8.56,0.06,1.04,0.16,0,3.23,2.42,0.27
Poudre at Bellvue Diversion,PBD,2022-10-07,40.663976,-105.215337,CLP Mainstem-Canyon,NA,Partially Burned,0.92,2.22,0.48,7.2,890.54,89.75,2.79,0.06,1.21,2.34,9.03,0.12,1.78,0.07,0,4.12,2.35,0.09
Poudre Below Rustic,PBR,2022-10-07,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,0.84,0.74,0.39,7.11,691.89,78.97,3.74,0.01,0.95,2.42,9.89,0.1,1.58,0.08,0,4.47,1.69,0.04
Poudre Above Joe Wright,PJW,2022-10-07,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,0.49,1.51,0.58,6.96,402.07,50.14,2.69,0.02,0.53,1.3,6.05,0.11,0.73,0.75,0,3.29,2.03,0.41
Poudre Above North Fork,PNF,2022-10-07,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,3.67,1.3,0.24,7.1,620.01,77.08,3.75,0.02,0.81,2.18,9.38,0.11,1.66,0.07,0,4,2.04,0.14
Poudre Below S. Fork,PSF,2022-10-07,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,1.45,1.35,0.49,7.1,587.04,73.31,3.52,0.01,0.83,2.12,8.98,0.11,1.33,0.06,0,3.91,1.93,0.11
Poudre South Fork,SFM,2022-10-07,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,0.39,1.76,NA,7.01,439.71,52.96,3.41,0.02,0.45,1.41,5.86,0.15,0.64,0.24,0,2.67,1.84,0.32
Sleeping Elephant,SLEP,2022-10-07,40.682439,-105.771986,CLP Mainstem-Canyon,NA,Partially Burned,0.91,1.32,0.68,6.99,555.2,64.34,2.77,0.02,0.63,1.76,7.88,0.11,0.94,0.5,0,3.61,2.17,0.28
Joe Wright Reservoir,JOER,2022-10-11,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,0.67,0.75,2.36,6.97,508.08,59.63,1.72,0.01,0.48,1.68,7.83,0.08,0.59,0.08,0,3.72,3.13,0.19
Joe Wright Reservoir,JOER,2022-10-18,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,0.84,1.2,1.54,6.86,500.35,59.36,1.74,0.02,0.41,1.72,7.8,0.08,0.6,0.07,0,3.7,2.48,0.06
Beaver,BEAV,2022-10-20,40.579336,-105.5940998,CLP Tributary,NA,Partially Burned,2.12,1.8,NA,6.99,384.3,45.34,2.87,0,0.46,1,5.14,0.04,0.58,0.38,0,2.29,1.86,0.24
JWC-Joe Wright @ Aspen Glen Campground,JWC,2022-10-21,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,4.23,3,4.19,7.1,501.32,67.99,2.68,0.04,0.7,1.4,8.95,0.05,1.24,0.26,0,4.65,2.2,0.31
Poudre at Bellvue Diversion,PBD,2022-10-21,40.663976,-105.215337,CLP Mainstem-Canyon,NA,Partially Burned,0.84,1.8,0.52,6.91,878.15,102.04,4.45,0.01,0.95,3.23,11.63,0.13,2.51,0.06,0,4.81,2.38,0.16
Poudre Below Rustic,PBR,2022-10-21,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,0.41,1,0.62,6.84,639.7,76.93,3.44,0.01,0.77,2.29,9.26,0.07,1.51,0.13,0.01,4.51,2.19,0.1
Poudre Above Joe Wright,PJW,2022-10-21,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,0.51,1,0.36,6.89,370.56,54.2,3.03,0,0.52,1.17,6.88,0.03,1.11,0.41,0,4.35,1.82,0.44
Poudre Above North Fork,PNF,2022-10-21,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,0.81,1.2,0.28,6.98,654.17,80.37,3.95,0.01,0.78,2.39,9.4,0.1,1.83,0.06,0,4.63,2.01,0.24
Poudre Below S. Fork,PSF,2022-10-21,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,0.67,0.4,0.46,6.91,681.7,78.15,3.68,0.01,0.71,2.26,8.99,0.1,1.45,0.06,0.01,4.37,2.05,0.14
Poudre South Fork,SFM,2022-10-21,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,0.77,1.2,0.62,7,424.43,49.99,3.2,0,0.41,1.35,5.35,0.14,0.66,0.27,0.01,2.62,1.95,0.2
Sleeping Elephant,SLEP,2022-10-21,40.682439,-105.771986,CLP Mainstem-Canyon,NA,Partially Burned,0.26,1,1.08,6.85,506.18,60.08,3.04,0.01,0.52,1.25,6.99,0.03,1.12,0.4,0,4.36,2.5,0.28
Joe Wright Reservoir,JOER,2022-10-25,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,0.55,0.7,2.15,6.88,520.11,61.23,1.78,0.02,0.4,1.8,7.88,0.08,0.61,0.07,0,3.69,2.63,0.1
Joe Wright Reservoir,JOER,2022-11-01,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,0.77,1.6,2.71,6.96,473.15,57.75,1.65,0.02,0.6,1.64,7.88,0.07,0.62,0.08,0,3.72,3.07,0.09
Beaver,BEAV,2022-11-03,40.579336,-105.5940998,CLP Tributary,NA,Partially Burned,0.62,0.6,NA,7.01,399.28,46.86,2.73,0.02,0.6,1.32,5.11,0.03,0.56,0.27,0,2.18,1.96,0.28
JWC-Joe Wright @ Aspen Glen Campground,JWC,2022-11-08,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,1.68,2.12,2.96,7.06,545.45,65.68,1.99,0.03,0.83,1.59,8.24,0.03,1.22,0.2,0,4.45,2.8,0.25
Poudre at Bellvue Diversion,PBD,2022-11-08,40.663976,-105.215337,CLP Mainstem-Canyon,NA,Partially Burned,1.11,1.51,0.28,7.15,738.49,94.7,4.02,0.04,0.92,2.55,12.76,0.1,2.05,0.05,0,4.65,2.56,0.3
Poudre Below Rustic,PBR,2022-11-08,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,1.87,0.63,0.52,7.15,686.42,79.89,3.52,0.02,1.06,2.47,9.4,0.06,1.52,0.08,0,4.52,1.91,0.09
Poudre Above Joe Wright,PJW,2022-11-08,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,0.23,0.61,0.35,7.01,362.28,53.26,3.09,0.01,0.5,1.2,6.89,0.04,0.98,0.38,0,4,1.86,0.56
Poudre Above North Fork,PNF,2022-11-08,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,1.56,0.75,0.26,7.19,756.22,86.77,3.9,0.01,0.94,2.39,10.32,0.08,1.8,0.04,0,4.4,2.41,0.2
Poudre Below S. Fork,PSF,2022-11-08,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,2.11,1.9,0.49,7.14,624.64,74.67,3.47,0.03,0.89,2.21,8.19,0.09,1.43,0.05,0,4.3,1.97,0.09
Poudre South Fork,SFM,2022-11-08,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,5.06,5.93,1.36,7.01,443.36,52.43,3.02,0.03,0.58,1.53,5.88,0.14,0.64,0.26,0,2.65,1.67,0.22
Sleeping Elephant,SLEP,2022-11-08,40.682439,-105.771986,CLP Mainstem-Canyon,NA,Partially Burned,2.79,1.31,2.21,7.06,498.39,62.64,2.46,0.03,0.74,1.7,7.56,0.03,1.02,0.38,0,4.2,2.09,0.27
Poudre at Bellvue Diversion,PBD,2022-12-16,40.663976,-105.215337,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.21,820.34,96.51,3.89,0.03,0.89,2.4,12.34,0.09,1.67,0.41,0,4.66,2.05,0.3
Poudre Below Rustic,PBR,2022-12-16,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.21,690.79,80.45,3.55,0.03,1,2.45,9,0.09,1.69,0.41,0,4.67,2.39,0.26
Poudre Above Joe Wright,PJW,2022-12-16,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.02,388.61,52.31,3,0.01,0.49,1.16,6.78,0.03,0.62,0.55,0,3.23,1.85,0.61
Poudre Above North Fork,PNF,2022-12-16,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.22,730.21,86.61,3.89,0.02,0.91,2.23,10.23,0.11,1.59,0.38,0,4.7,2.41,0.56
Long Draw Reservoir,LNGR,2020-10-20,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,NA,NA,NA,6.9,203.46,27.52,1.01,0.02,0.59,1.19,1.94,0.22,0.14,0.09,0,1.98,2.39,0.34
Joe Wright Inlet,JOEI,2021-06-02,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,NA,1.77,0.14,6.99,275.59,32.21,1.22,0.02,0.4,1.16,4.2,0.02,1.02,0.02,0,1.35,4.37,0.36
Long Draw Outlet,LNGO,2021-06-02,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,NA,0,0.04,6.59,88.64,19.78,0.9,0.03,0.44,0.51,2.16,0.02,0.52,0.52,0,1.53,8.93,0.6
Long Draw Reservoir,LNGR,2021-06-02,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,NA,1,0.27,6.77,157.14,27.29,0.86,0.03,0.53,0.7,4.04,0.09,0.32,0.4,0,2.97,9.45,0.59
Joe Wright Inlet,JOEI,2021-06-09,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,3.9,2,0.18,6.96,269.76,32.2,1.07,0,0.49,1,4.33,0.06,0.26,0.18,0,1.98,4.38,0.33
Long Draw Outlet,LNGO,2021-06-09,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,3,0,0.64,6.82,218.84,33.55,0.81,0,0.48,0.76,4.79,0.09,0.34,0.52,0,3.5,4.32,0.53
Long Draw Reservoir,LNGR,2021-06-09,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,4.1,1,0.48,6.69,175.94,30.63,0.8,0.02,0.48,0.71,4.62,0.11,0.55,0.53,0,3.1,5.28,0.53
Joe Wright Inlet,JOEI,2021-06-16,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,2.5,3,0.27,6.82,299.66,40.87,1.21,0.02,0.5,1.18,5.05,0.1,0.32,0.12,0,3.46,4.02,0.31
Long Draw Outlet,LNGO,2021-06-16,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,3.3,2,0.72,6.6,194,31.76,0.75,0.03,0.46,0.71,4.41,0.17,0.19,0.56,0,3.69,4.35,0.5
Long Draw Reservoir,LNGR,2021-06-16,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,NA,2,0.47,6.59,202.93,32.63,0.84,0.03,0.5,0.78,4.84,0.21,0.23,0.57,0,3.95,4.41,0.54
Joe Wright Inlet,JOEI,2021-06-23,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,1.6,9.4,NA,7.15,376.97,50.43,1.27,0.02,0.45,1.23,5.98,0.07,0.3,0.21,0,4.53,2,0.33
Long Draw Outlet,LNGO,2021-06-23,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,2.9,0.2,NA,6.99,225.38,36.74,0.79,0.04,0.46,0.81,4.95,0.11,0.18,0.58,0,4.59,3.79,0.52
Long Draw Reservoir,LNGR,2021-06-23,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,4.7,7.82,NA,6.98,222.44,38.44,0.85,0.03,0.51,0.91,5.26,0.21,0.19,0.54,0,4.51,3.84,0.49
Joe Wright Inlet,JOEI,2021-06-30,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,9.5,1.6,0.36,6.97,388.1,47.05,1.31,0.01,0.38,1.33,6.61,0.13,0.28,0.13,0,4.44,1.78,0.84
Long Draw Outlet,LNGO,2021-06-30,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,7,0.5,0.43,6.94,257.88,41.36,0.87,0.02,0.49,1.03,5.9,0.24,0.18,0.61,0,5.2,3.26,0.95
Long Draw Reservoir,LNGR,2021-06-30,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,11,0.1,0.51,7.15,448.99,45.88,0.83,0.02,0.47,0.8,5.2,0.22,0.18,0.45,0,4.54,3.55,0.99
