IDNo,Site,SiteLabel,Date,SampleType,Turbidity,TSS,ChlA,pH,ANC,SC,Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4
FCW 814,Peterson Outlet,PTRO,4-Aug-21,DUPLICATE, ,,0.1,6.74,192.36,44.09,1.49,0.15,1.27,0.62,5.98,0.04,0.87,0.42,0,7.41
FCW 872,Peterson Outlet,PTRO,11-Aug-21,NORM,4,2.6,0.61,6.84,187.25,41.24,1.62,0.11,1.35,0.59,5.37,0.04,0.79,0.28,0,6.69
FCW 890,Peterson Outlet,PTRO,18-Aug-21,NORM,3.5,1.53,1.06,6.96,206.72,43.22,1.71,0.06,1.4,0.62,5.9,0.07,0.82,0.32,0,6.71
FCW 961,Peterson Outlet,PTRO,25-Aug-21,NORM,3.5,3.2,2.69,6.81,193.7,43.89,1.76,0.08,1.37,0.43,5.97,0.02,0.93,0.41,0,6.83
FCW 987,Peterson Outlet,PTRO,1-Sep-21,NORM,3.7,6.35,2.53,7,274,44.78,1.73,0.06,1.38,0.52,5.4,0.03,0.84,0.36,0,6.75
FCW 999,Peterson Outlet,PTRO,8-Sep-21,NORM,10,2.06,1.98,6.88,289.65,39.54,2.16,0.03,1.28,0.48,4.45,0.03,1.13,0.11,0,4.65
FCW 1047,Peterson Outlet,PTRO,15-Sep-21,NORM,13.5,5.96,1.64,7.18,338.97,47.43,2.52,0.13,1.45,0.55,4.72,0.05,1.17,0.16,0,4.23
FCW 1088,Peterson Outlet,PTRO,22-Sep-21,NORM,10.5,,3.55,7.04,338.97,42.77,2.6,0.06,1.41,0.47,3.68,0.06,1.33,0.13,0,3.75
FCW 1099,Peterson Outlet,PTRO,28-Sep-21,NORM,11.5,,3.25,7.12,335.4,42.07,2.6,0.09,1.3,0.47,3.53,0.05,1.33,0.02,0.03,3.79
FCW 1166,Peterson Outlet,PTRO,13-Oct-21,NORM,9.5,9.33,2.35,7.07,285.02,37.69,2.47,0.03,1.31,0.44,3.22,0.04,1.33,0.26,0,3.42
FCW 1479,Peterson Outlet,PTRO,14-Jun-22,NORM,2.28,3.27,1.28,7.06,160.48,29.37,1.29,0.03,1.14,0.56,3.8,0.02,0.57,0.33,0,2.6
FCW 1529,Peterson Outlet,PTRO,23-Jun-22,NORM,2.5,1.2,1.24,7.11,273.48,36.56,1.37,0.04,1.2,0.72,4.87,0.02,0.58,0.24,0,2.35
FCW 1545,Peterson Outlet,PTRO,28-Jun-22,NORM,2.68,2.91,1.25,7.16,277.31,34.38,1.4,0.1,1.15,0.62,4.13,0.02,0.58,0.26,0,2.26
FCW 1576,Peterson Reservoir,PTRO,5-Jul-22,NORM,4.14,0.81,0.82,6.97,248.79,31.32,1.32,0.04,1.13,0.69,4.33,0.04,0.53,0.25,0,2.1
FCW 1607,Peterson Outlet,PTRO,12-Jul-22,NORM,0.44,2.4,2.02,7.04,310.99,37.69,1.42,0.04,1.19,0.72,4.78,0.02,0.5,0.12,0,2.1
FCW 1642,Peterson Outlet,PTRO,19-Jul-22,NORM,2.34,2.93,2.31,7.04,310.3,37.23,1.67,0.04,1.02,0.65,5.03,0.06,0.5,0.11,0,2.01
FCW 1663,Peterson Outlet,PTRO,26-Jul-22,NORM,9.37,6.3,0.51,7.02,384.44,45.33,1.4,0.04,1.11,0.7,6.64,0.02,0.67,0.09,0.31,2.62
FCW 1690,Peterson Outlet,PTRO,2-Aug-22,NORM,2.05,1.8,0.82,6.95,423.38,47.89,1.42,0.02,1.14,0.72,5.99,0.02,0.52,0.12,0,2.55
FCW 1709,Peterson Outlet,PTRO,9-Aug-22,NORM,0.67,0.99,1.57,6.99,306.48,37.48,1.4,0.03,1.14,0.65,4.58,0.03,0.47,0.14,0,2.4
FCW 1721,Peterson Outlet,PTRO,16-Aug-22,NORM,5.1,4.92,2.3,6.97,326.59,37.88,1.55,0.03,1.16,0.73,4.89,0.07,0.47,0.08,0,2.27
FCW 1742,Peterson Outlet,PTRO,23-Aug-22,NORM,6.99,6.2,2.52,6.98,290.29,34.69,1.37,0.05,0.93,0.55,4.38,0.02,0.54,0.31,0,2.11
FCW 1782,Peterson Outlet,PTRO,30-Aug-22,NORM,8.98,8.4,3.69,6.94,325.53,37.75,1.36,0.03,0.99,0.59,4.41,0.03,0.56,0.32,0,2.01
FCW 1803,Peterson Outlet,PTRO,6-Sep-22,NORM,8.9,8.94,5.46,6.96,389.74,42.56,1.69,0.03,1.26,0.69,5.43,0.02,0.46,0.02,0,2.16
FCW 1804,Peterson Outlet,PTRO,6-Sep-22,DUPLICATE,9.58,9.37,5.06,6.97,386.19,42.86,1.72,0.06,1.36,0.69,5.48,0.03,0.45,0.02,0,2.13
FCW 1835,Peterson Outlet,PTRO,13-Sep-22,NORM,8.4,8.67,4.28,7.07,535.49,56.6,2.47,0.01,1.26,0.91,6.06,0.05,0.61,0.04,0,2.57
FCW 1893,Peterson Outlet,PTRO,20-Sep-22,NORM,10.35,9.95,5.54,6.96,441.88,52.02,2.44,0.03,1.3,0.99,6.77,0.03,0.94,0.08,0,2.16
FCW 1923,Peterson Outlet,PTRO,27-Sep-22,NORM,27.14,40.91,5.42,6.86,402.06,54.73,2.67,0.02,1.68,1.03,7.06,0.03,1.66,0.07,0,2.3
FCW 1945,Peterson Outlet,PTRO,4-Oct-22,NORM,9.26,8.08,3.48,6.94,415.25,54.6,3.13,0.01,1.16,0.93,6.76,0.04,1.46,0.14,0,2.75
FCW 1973,Peterson Outlet,PTRO,11-Oct-22,NORM,21.75,20.2,6.63,7.01,397.99,53.24,3.08,0.02,1.08,0.88,6.55,0.02,1.54,0.08,0,2.89
FCW 1984,Peterson Outlet,PTRO,18-Oct-22,NORM,13.12,13.08,3.62,6.84,381.7,50.96,2.99,0.02,1,0.84,6.32,0.02,1.33,0.07,0,2.93
FCW 2016,Peterson Outlet,PTRO,25-Oct-22,NORM,15.98,14.17,8.33,6.99,480.34,56.67,3.02,0.01,0.93,0.9,6.93,0.04,0.95,0.22,0.02,3.11
FCW 162,Peterson Reservoir,PTRR,20-Oct-20,NORM, , ,,6.92,268.85,40.12,1.35,0.01,1.07,0.47,4.06,0.02,0.29,0.16,0,7.34
FCW 444,Peterson Reservoir,PTRR,2-Jun-21,NORM, ,0,1.54,6.82,169.77,41.8,1.49,0.11,1.35,0.82,4.97,0.03,0.88,0.32,0,7.85
FCW 484,Peterson Reservoir,PTRR,9-Jun-21,NORM,3.4,6,4.79,6.8,178.19,39.37,1.37,0.01,1.19,0.77,5.05,0.03,0.67,0.01,0,6.61
FCW 512,Peterson Reservoir,PTRR,16-Jun-21,NORM,3,0,4.11,6.68,164.27,41.22,1.44,0.09,1.28,0.81,5.01,0.03,0.8,0.01,0,6.89
FCW 549,Peterson Reservoir,PTRR,23-Jun-21,NORM, ,10.4,,7.1,176.92,41.72,1.42,0.1,1.18,0.75,4.83,0.01,0.75,0.02,0,6.51
FCW 610,Peterson Reservoir,PTRR,30-Jun-21,NORM,15.5,1.7,2.17,6.95,179.26,38.2,1.47,0.08,1.21,0.73,4.93,0.04,0.76,0.01,0,6.27
FCW 621,Peterson Reservoir,PTRR,7-Jul-21,NORM,13,1.3,0.49,6.74,171.36,40.99,1.58,0.16,1.18,0.76,4.87,0.02,0.74,0.11,0,6.48
FCW 659,Peterson Reservoir,PTRR,14-Jul-21,NORM, ,0,0.54,6.87,184.52,42.55,1.67,0.15,1.22,0.82,5.02,0.06,0.78,0.14,0,6.56
FCW 737,Peterson Reservoir,PTRR,28-Jul-21,NORM,6,0,0.44,6.92,183.99,40.5,1.63,0.08,1.08,0.73,4.73,0.03,0.72,0.01,0,6.33
FCW 816,Peterson Reservoir,PTRR,4-Aug-21,NORM,2.25,,0.22,6.79,186.58,35.13,1.56,0.12,1.27,0.62,4.05,0.05,0.77,0.17,0,6.89
FCW 873,Peterson Reservoir,PTRR,11-Aug-21,NORM,2,5.83,0.47,6.82,202.01,41.5,1.64,0.11,1.35,0.65,5.32,0.06,0.78,0.29,0,6.64
FCW 891,Peterson Reservoir,PTRR,18-Aug-21,NORM,2,1.2,1.5,6.5,217.31,42.73,1.69,0.08,1.38,0.56,5.5,0.06,0.82,0.53,0,6.97
FCW 962,Peterson Reservoir,PTRR,25-Aug-21,NORM,1.75,2.4,3.03,6.73,210.53,41.41,1.72,0.06,1.39,0.42,5.18,0.03,0.97,0.44,0,7.43
FCW 988,Peterson Reservoir,PTRR,1-Sep-21,NORM,2.5,1.92,3.46,6.87,196.75,40.47,1.68,0.08,1.38,0.55,5.23,0.03,0.86,0.39,0,7.23
FCW 1000,Peterson Reservoir,PTRR,8-Sep-21,NORM,9.8,2,1.59,6.8,186.51,37.03,1.68,0.04,1.31,0.44,3.85,0.03,1.02,0.08,0,7.63
FCW 1001,Peterson Reservoir,PTRR,8-Sep-21,DUPLICATE,9.9,,1.51,6.81,183.82,37.41,1.72,0.08,1.35,0.46,3.93,0.03,1.06,0.09,0,7.74
FCW 1048,Peterson Reservoir,PTRR,15-Sep-21,NORM,9,5.34,1.03,6.95,200.06,39.13,1.86,0.13,1.45,0.56,3.2,0.03,1.16,0.12,0,7.91
FCW 1089,Peterson Reservoir,PTRR,22-Sep-21,NORM,7.4,,1.12,6.8,200.15,37.59,1.79,0.13,1.43,0.52,3.12,0.03,1.07,0.12,0,7.84
FCW 1100,Peterson Reservoir,PTRR,28-Sep-21,NORM,9.3,,0.8,6.77,181.45,39.35,1.68,0.13,1.33,0.53,3.95,0.05,1.05,0.09,0,7.93
FCW 1167,Peterson Reservoir,PTRR,13-Oct-21,NORM,11,5.58,1.53,6.89,192.31,39.53,1.73,0.12,1.31,0.51,3.51,0.04,1.08,0.13,0,7.82
FCW 1480,Peterson Reservoir,PTRR,14-Jun-22,NORM,1.12,1.6,4.4,7.07,225.19,33.14,1.45,0.02,0.7,0.59,4.59,0.05,0.82,0.33,0,3.19
FCW 1481,Peterson Reservoir,PTRR,14-Jun-22,DUPLICATE,0.94,1.56,,7.03,225.53,34.56,1.46,0.01,0.69,0.62,4.65,0.04,0.85,0.31,0,3.13
FCW 1528,Peterson Reservoir,PTRR,23-Jun-22,NORM,0.22,0.34,0.74,7.01,201.57,32.12,1.36,0.04,1.16,0.73,4.7,0.04,0.57,0.26,0,2.32
FCW 1544,Peterson Reservoir,PTRR,28-Jun-22,NORM,4.42,2,0.69,7.05,231.16,31.28,1.35,0.06,1.11,0.63,3.97,0.04,0.55,0.23,0,2.22
FCW 1577,Peterson Outlet,PTRR,5-Jul-22,NORM,2.73,0.4,0.62,7.21,300.54,35.56,1.35,0.05,1.14,0.67,4.43,0.02,0.52,0.25,0,2.11
FCW 1606,Peterson Reservoir,PTRR,12-Jul-22,NORM,0.9,0.6,0.62,7.03,256.31,34.55,1.31,0.03,1.18,0.73,4.56,0.03,0.54,0.13,0,2.03
FCW 1641,Peterson Reservoir,PTRR,19-Jul-22,NORM,3.03,2.55,1.1,7.13,276.56,38.77,1.43,0.04,1.03,0.68,5.98,0.02,0.48,0.12,0,2.02
FCW 1662,Peterson Reservoir,PTRR,26-Jul-22,NORM,9.3,8,0.92,7.05,329.34,42.57,1.49,0.04,1.06,0.75,5.16,0.02,0.51,0.18,0,1.94
FCW 1689,Peterson Reservoir,PTRR,2-Aug-22,NORM,12.8,12.2,2.4,6.94,305.8,37.91,1.52,0.04,1.08,0.74,5.39,0.02,0.5,0.17,0,2.06
FCW 1708,Peterson Reservoir,PTRR,9-Aug-22,NORM,2.56,4,2.07,6.91,249.42,38.14,1.41,0.05,1.07,0.68,5.44,0.04,0.43,0.11,0,2.19
FCW 1719,Peterson Reservoir,PTRR,16-Aug-22,NORM,39.44,44.44,2.8,6.98,233.81,38.3,1.56,0.03,1.15,0.74,5.28,0.03,0.49,0.33,0,2.31
FCW 1720,Peterson Reservoir,PTRR,16-Aug-22,DUPLICATE,39.44,53.21,,7,269.22,39.35,1.57,0.04,1.16,0.76,5.31,0.03,0.52,0.33,0,2.34
FCW 1741,Peterson Reservoir,PTRR,23-Aug-22,NORM,8.29,6.9,2.35,7.01,233.26,35.03,1.49,0.05,0.98,0.76,4.73,0.04,0.59,0.37,0,2.3
FCW 1781,Peterson Reservoir,PTRR,30-Aug-22,NORM,9.23,6.77,3.3,7.03,314.46,37.58,1.43,0.03,0.95,0.69,4.78,0.03,0.63,0.4,0,2.32
FCW 1802,Peterson Reservoir,PTRR,6-Sep-22,NORM,8.21,8.2,2.73,6.94,404.3,45.27,2.21,0.02,1.2,0.9,5.14,0.02,0.44,0.19,0,2.09
FCW 1833,Peterson Reservoir,PTRR,13-Sep-22,NORM,9.57,7.95,3.19,6.96,423.83,47.19,2.29,0.02,1.16,0.83,5.93,0.04,0.59,0.1,0,2.34
FCW 1834,Peterson Reservoir,PTRR,13-Sep-22,DUPLICATE,10.22,8.18,,6.98,418.68,46.76,2.32,0.01,1.26,0.91,6.04,0.04,0.6,0.09,0,2.32
FCW 1892,Peterson Reservoir,PTRR,20-Sep-22,NORM,14.29,12.92,4.3,6.85,421.85,49.58,2.27,0.01,1.36,0.94,6.27,0.03,0.99,0.09,0.13,2.16
FCW 1922,Peterson Reservoir,PTRR,27-Sep-22,NORM,8.8,6.3,3.28,6.86,465.65,53.05,2.56,0.01,1.56,1.05,6.62,0.03,1.06,0.14,0,2.36
FCW 1944,Peterson Reservoir,PTRR,4-Oct-22,NORM,9.53,8.3,1.59,6.9,358.58,48.77,2.73,0.01,1.13,0.88,5.83,0.04,1.34,0.18,0,2.57
FCW 1972,Peterson Reservoir,PTRR,11-Oct-22,NORM,5.03,5,2.99,6.94,364.51,47.13,2.66,0.01,1.1,0.9,5.88,0.03,1.44,0.12,0,2.58
FCW 1983,Peterson Reservoir,PTRR,18-Oct-22,NORM,11.61,8.2,6.88,6.81,359.02,46.28,2.31,0.01,1,0.83,5.61,0.04,1.17,0.13,0,2.66
FCW 2015,Peterson Reservoir,PTRR,25-Oct-22,NORM,13.28,10.2,3.27,6.88,390.23,49,2.85,0,0.9,0.92,6.06,0.05,0.89,0.36,0,2.92
FCW 102,Poudre South Fork,SFM,21-Aug-20,NORM,0.9,4.44,,7.6,291.24,36.92,2.41,0.01,0.89,1.27,3.14,0.07,0.2,0.13,0,3.07
FCW 166,Poudre South Fork,SFM,23-Oct-20,NORM,0.9, ,,7.57,362.86,42.68,2.21,0.01,0.86,1.26,4.2,0.2,0.5,0.17,0.15,3.33
FCW 195,Poudre South Fork,SFM,12-Nov-20,NORM,0.6, ,,7.56,378.12,50.06,2.82,0.01,0.73,1.31,4.95,0.17,0.69,0.28,0,3.69
FCW 218,Poudre South Fork,SFM,16-Nov-20,NORM,1.1, ,,7.55,402.45,47.81,2.87,0.02,0.76,1.2,5.25,0.12,0.52,0.3,0,2.64
FCW 231,Poudre South Fork,SFM,16-Dec-20,NORM,5,0,,7.49,463.88,70.94,5.03,0.02,1.48,1.94,5.03,0.04,1.52,0.95,0,7.51
FCW 238,Poudre South Fork,SFM,7-Apr-21,NORM,4.9, ,,7.36,404.05,50.82,3,0.08,0.78,1.29,5.01,0.08,0.76,0.61,0,3.56
FCW 246,Poudre South Fork,SFM,12-Apr-21,NORM,5.1,6.19,,7.33,393.02,49.64,2.89,0.01,0.8,1.22,5.03,0.08,0.81,0.62,0,3.64
FCW 260,Poudre South Fork,SFM,19-Apr-21,NORM,3.1,2.91,,7.28,381.79,48.37,2.87,0.01,0.79,1.28,4.79,0.08,0.78,0.57,0,3.75
FCW 289,Poudre South Fork,SFM,26-Apr-21,NORM,7.9,8.33,,7.25,382.84,51.62,2.91,0.01,0.86,1.24,4.88,0.07,0.8,0.59,0,3.65
FCW 328,Poudre South Fork,SFM,3-May-21,NORM,8,29.9,,7.17,386.67,61.05,1.8,0.01,0.74,1.29,5.01,0.14,1.94,0.45,0,11.58
FCW 353,Poudre South Fork,SFM,10-May-21,NORM,5.75,14.11,,8.04,483.69,59.35,1.76,0.02,0.68,1.31,5.08,0.13,1.46,0.41,0.07,10.98
FCW 389,Poudre South Fork,SFM,17-May-21,NORM,4.5,26.87,,7.21,290.74,51.9,1.7,0.02,0.82,1.32,4.99,0.11,1.12,0.36,0.03,9.33
FCW 401,Poudre South Fork,SFM,24-May-21,NORM,3.4,22,,7.02,263.62,44.81,2.05,0.04,0.85,1.23,4.89,0.09,0.74,0.43,0,6.67
FCW 433,Poudre South Fork,SFM,1-Jun-21,NORM,1.1,7.29,,7,225.56,37.69,1.9,0.01,0.65,0.96,3.9,0.09,0.9,0.26,0,4.78
FCW 460,Poudre South Fork,SFM,7-Jun-21,NORM,9,8.55,,6.69,156.73,25.64,1.31,0.03,0.49,0.59,2.55,0.09,0.46,0.34,0,2.8
FCW 525,Poudre South Fork,SFM,21-Jun-21,NORM,4,4,,6.54,145.61,22.47,1.33,0.03,0.35,0.56,2.59,0.16,0.29,0.21,0,1.7
FCW 590,Poudre South Fork,SFM,1-Jul-21,NORM,1.5,1117.88,,7.11,715.76,79.71,1.54,0.08,1.92,1.59,10.26,0.08,0.57,1,0.3,3.76
FCW 596,Poudre South Fork,SFM,1-Jul-21,NORM,5,1857.25,,6.94,671.56,71.12,1.66,0.08,1.83,1.45,10.51,0.08,0.52,0.76,0.14,3.77
FCW 601,Poudre South Fork,SFM,2-Jul-21,NORM,22,136.5,,7.16,481.75,47.16,1.7,0.06,0.59,0.81,6.28,0.07,0.33,0.34,0,2.2
FCW 684,Poudre South Fork,SFM,26-Jul-21,NORM,7,10,,7.06,277.2,35.51,2.09,0.02,0.42,0.98,3.94,0.06,0.37,0.21,0,2.3
FCW 779,Poudre South Fork,SFM,4-Aug-21,NORM,17.5,140.13,,7.05,318.47,37.89,1.89,0.04,0.59,0.93,4.11,0.04,0.42,0.37,0,2.33
FCW 938,Poudre South Fork,SFM,23-Aug-21,NORM,7.5,14.31,,6.99,334.67,38.55,2.34,0.05,0.65,0.93,3.96,0.04,0.49,0.3,0,1.61
FCW 1196,Poudre South Fork,SFM,8-Oct-21,NORM,3.6,2.55,,7.26,454.81,43.97,2.21,0.04,0.61,0.9,3.8,0.04,0.51,0.3,0,1.73
FCW 1247,Poudre South Fork,SFM,5-Nov-21,NORM,,6.53,,7.59,359.06,39.13,3.22,0.01,0.6,0.71,2.6,0.08,0.69,0.52,0,2.95
FCW 1267,Poudre South Fork,SFM,29-Nov-21,NORM,,0.37,,7.58,360.91,38.94,2.94,0.05,0.61,0.74,2.69,0.08,0.68,0.55,0,2.99
FCW 1286,Poudre South Fork,SFM,14-Dec-21,NORM,,3.63,,6.73,363.75,38.82,2.87,0.02,0.61,0.74,2.74,0.14,0.71,0.6,0,3.15
FCW 1299,Poudre South Fork,SFM,28-Jan-22,NORM,,5.1,,6.78,400.84,51.47,3.6,0.04,0.59,1.76,3.2,0.06,0.82,0.84,0,3.21
FCW 1351,Poudre South Fork,SFM,19-Apr-22,NORM,,22.47,,7.29,455.49,66.46,5.64,0.01,0.84,1.68,5.74,0.12,1.25,2.92,0,5.34
FCW 1393,Poudre South Fork,SFM,13-May-22,NORM,,39.25,,6.97,512.08,63.87,4.89,0.01,0.88,1.74,5.61,0.08,1.21,1.22,0,5.44
FCW 1557,Poudre South Fork ,SFM,29-Jun-22,NORM,2.94,4.63,0.83,7.06,201.16,23.63,1.39,0.03,0.37,0.66,2.7,0.12,0.28,0.36,0,1.06
FCW 1558,Poudre South Fork ,SFM,29-Jun-22,DUPLICATE,3.09,5,0.81,7.09,199.49,24.34,1.38,0.02,0.37,0.69,3,0.12,0.25,0.34,0,1.06
FCW 1627,Poudre South Fork ,SFM,18-Jul-22,BLANK,0,0,0,5.56,5.61,1.58,0.05,0,0,0.01,0.08,0,0.04,0,0,0.01
FCW 1628,Poudre South Fork ,SFM,18-Jul-22,NORM,5.98,0,0.8,7,249.89,29.77,1.66,0.01,0.42,0.74,3.78,0.07,0.26,0.15,0,1.05
FCW 1700,Poudre South Fork ,SFM,8-Aug-22,NORM,11.94,21.2,0.68,6.94,346.35,34.69,1.67,0.02,0.44,0.77,3.67,0.04,0.24,0.14,0,1
FCW 1775,Poudre South Fork ,SFM,26-Aug-22,NORM,7.44,10.4,0.73,6.94,400.67,35.91,1.68,0.02,0.47,0.78,3.77,0.04,0.23,0.15,0,1
FCW 1799,Poudre South Fork ,SFM,31-Aug-22,NORM,0.09,5.8,0.85,6.95,383.23,36.34,1.7,0.01,0.48,0.8,3.8,0.03,0.2,0.13,0,1.08
FCW 1827,Poudre South Fork ,SFM,9-Sep-22,NORM,0.49,2,1.01,6.96,408.77,47.13,2.5,0.01,0.67,1.26,5.51,0.02,0.44,0.23,0,2.3
FCW 1914,Poudre South Fork ,SFM,23-Sep-22,NORM,5.52,4.2,1.47,6.89,444.64,47.34,2.38,0.02,0.71,1.26,5.35,0.14,0.59,0.2,0,1.89
FCW 1915,Poudre South Fork ,SFM,23-Sep-22,DUPLICATE,4.92,4.43,,6.89,454.61,48.73,2.38,0.01,0.67,1.26,5.26,0.15,0.57,0.21,0,1.92
FCW 1941,Poudre South Fork ,SFM,28-Sep-22,NORM,0.22,0,0.95,6.94,394.93,43.07,2.31,0.01,0.65,1.23,5.21,0.12,0.55,0.23,0,1.83
FCW 1966,Poudre South Fork ,SFM,7-Oct-22,NORM,0.39,1.76,,7.01,439.71,52.96,3.41,0.02,0.45,1.41,5.86,0.15,0.64,0.24,0,2.67
FCW 2008,Poudre South Fork ,SFM,21-Oct-22,NORM,0.77,1.2,0.62,7,424.43,49.99,3.2,0,0.41,1.35,5.35,0.14,0.66,0.27,0.01,2.62
FCW 2009,Poudre South Fork ,SFM,21-Oct-22,DUPLICATE,0.74,1.6,0.61,6.91,428.31,49.85,3.16,0.01,0.41,1.31,5.31,0.15,0.67,0.28,0.01,2.66
FCW 2051,Poudre South Fork ,SFM,8-Nov-22,NORM,5.06,5.93,1.36,7.01,443.36,52.43,3.02,0.03,0.58,1.53,5.88,0.14,0.64,0.26,0,2.65
FCW 2052,Poudre South Fork ,SFM,8-Nov-22,DUPLICATE,4.96,6.02,,7.05,447.75,53.95,3.04,0.04,0.6,1.54,5.8,0.09,0.6,0.25,0,2.63
FCW 1343,Poudre South Fork,SFM ,31-Mar-22,NORM,,34.34,,7.03,450.91,67.17,4.21,0.05,0.94,1.48,5.48,0.09,1.6,3.55,0,5.63
FCW 669,Sleeping Elephant,SLEP,21-Jul-21,NORM,10,103.37,,7.12,554.67,68.03,1.83,0.11,1.68,1.66,9.89,0.07,0.87,1.09,0.28,4.87
FCW 1396,Sleeping Elephant,SLEP,16-May-22,NORM,,21.79,1.18,6.95,393.55,52.29,1.67,0.01,0.94,1.56,6.21,0.02,0.83,1.23,0,3.88
FCW 1424,Sleeping Elephant,SLEP,31-May-22,NORM,,3.8,2.02,7.04,312.24,45.07,1.54,0.01,0.81,1.5,5.13,0.02,0.8,1.51,0,3.02
FCW 1537,Sleeping Elephant,SLEP,27-Jun-22,NORM,5.15,2.6,,7.21,392.36,48.39,1.35,0.09,0.83,1.24,6.72,0.01,0.66,0.62,0,2.34
FCW 1599,Sleeping Elephant,SLEP,11-Jul-22,NORM,1.4,3.2,0.87,7.34,321.78,39.7,1.08,0.02,0.57,1.05,5.29,0.01,0.28,0.56,0,2.76
FCW 1654,Sleeping Elephant,SLEP,25-Jul-22,NORM,8.72,8.31,1.34,6.93,382.28,47.52,1.34,0.02,0.64,1.14,6.54,0.01,0.33,0.67,0,3.6
FCW 1698,Sleeping Elephant,SLEP,8-Aug-22,NORM,5.22,3.8,0.86,6.94,376.9,48,1.39,0.02,0.66,1.22,6.62,0.02,0.34,0.69,0,3.63
FCW 1772,Sleeping Elephant,SLEP,26-Aug-22,NORM,4.3,2.78,0.69,6.95,330.68,49.86,1.43,0.03,0.7,1.25,6.71,0.02,0.34,0.73,0,3.66
FCW 1825,Sleeping Elephant,SLEP,9-Sep-22,NORM,5.98,4.6,1.04,6.93,362.27,54.55,1.49,0.03,0.7,1.37,7.61,0.02,0.31,0.35,0,6.59
FCW 1912,Sleeping Elephant,SLEP,23-Sep-22,NORM,2.43,2.4,2.6,6.86,438.68,52.37,1.81,0.03,0.79,1.31,7.01,0.08,0.69,0.13,0,2.75
FCW 1964,Sleeping Elephant,SLEP,7-Oct-22,NORM,0.91,1.32,0.68,6.99,555.2,64.34,2.77,0.02,0.63,1.76,7.88,0.11,0.94,0.5,0,3.61
FCW 2006,Sleeping Elephant,SLEP,21-Oct-22,NORM,0.26,1,1.08,6.85,506.18,60.08,3.04,0.01,0.52,1.25,6.99,0.03,1.12,0.4,0,4.36
FCW 2049,Sleeping Elephant,SLEP,8-Nov-22,NORM,2.79,1.31,2.21,7.06,498.39,62.64,2.46,0.03,0.74,1.7,7.56,0.03,1.02,0.38,0,4.2
FCW 1765,Poudre at Timberline,TIMB,25-Aug-22,NORM,28.17,30.98,10.17,7.28,1388.19,247.78,13.38,0.09,2.33,6.16,24.46,0.47,11.83,1.17,0,34.22
FCW 1881,Poudre at Timberline,TIMB,19-Sep-22,NORM,9.29,8.63,2.66,7.4,1462.83,349.53,14.47,0.41,1.2,7.91,32.74,0.12,12.41,1.71,0,62.25
FCW 1515,Poudre at Timberline,TMBR,22-Jun-22,NORM,14.2,17.6,1.3,7.34,800.34,134.22,7.5,0.06,1,3.3,14.06,0.14,4.34,0.96,0,17.86
FCW 1516,Poudre at Timberline,TMBR,22-Jun-22,DUPLICATE,12.82,18.2,,7.4,812.44,141.25,7.67,0.07,1,3.31,14.12,0.14,4.38,0.98,0,18.06
