IDNo,Site,SiteDescr,SiteLabel,Date,SampleType,Turbidity,TSS,ChlA,DOC,DTN,pH,ANC,SC,Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4
FCW 1479,Peterson Outlet,PTRO_061422,PTRO,14-Jun-22,NORM,2.28,3.27,1.28,5.89,0.38,7.06,160.48,29.37,1.29,0.03,1.14,0.56,3.8,0.02,0.57,0.33,0,2.6
FCW 1480,Peterson Reservoir,PTRR_061422,PTRR,14-Jun-22,NORM,1.12,1.6,4.4,5.99,0.48,7.07,225.19,33.14,1.45,0.02,0.7,0.59,4.59,0.05,0.82,0.33,0,3.19
FCW 1481,Peterson Reservoir,PTRR_061422,PTRR,14-Jun-22,DUPLICATE,0.94,1.56,,5.93,0.46,7.03,225.53,34.56,1.46,0.01,0.69,0.62,4.65,0.04,0.85,0.31,0,3.13
FCW 1495,Beaver,BEAV_062122,BEAV,21-Jun-22,NORM,7.56,4,,3.05,0.22,7,148.21,21.35,1.25,0.01,0.44,0.54,2.69,0.02,0.26,0.61,0,1.26
FCW 1520,Poudre at Archery Range,ARCH_062222,ARCH,22-Jun-22,NORM,10.3,16.2,0.83,3.59,0.55,7.77,1119.11,261.29,8,0.09,1.23,6.85,32.62,0.17,6.96,1.3,0,46.52
FCW 1519,Barnes Meadow Reservoir,BRNR_062222,BRNR,22-Jun-22,NORM,13.17,7.6,2,6.68,0.45,7.44,422.31,75.67,2.27,0.06,1.29,1.65,11.23,0.02,1.68,0.38,0,7.72
FCW 1517,Chambers Inlet,CBRI_062222,CBRI,22-Jun-22,NORM,6,6.49,1.1,3.77,0.39,7.22,322.77,44.39,1.39,0.03,0.72,1.33,6.39,0.04,0.6,0.44,0,2.14
FCW 1521,Chambers Reservoir,CBRR_062222,CBRR,22-Jun-22,NORM,6.78,7.68,1.38,3.49,0.43,7.38,306.8,46.32,1.34,0.04,0.83,1.37,6.78,0.07,0.64,0.71,0,2.36
FCW 1522,Chambers Outflow,CHD_062222,CHD,22-Jun-22,NORM,3.51,2.6,3.76,3.42,0.44,7.37,319.01,45.77,1.42,0.09,0.84,1.26,6.67,0.05,0.65,0.79,0,2.32
FCW 1518,Poudre at ELC ,ELC_062222,ELC,22-Jun-22,NORM,11.55,15,1.13,3.66,0.46,7.23,880.51,164.56,6.33,0.07,1.02,4.15,18.2,0.04,5.49,1.03,0,23.21
FCW 1511,Joe Wright Inlet,JOEI_062222,JOEI,22-Jun-22,NORM,2.39,3,0.25,3.41,0.51,7.22,299.51,44.31,1.15,0.04,0.5,1.36,6.61,0.12,0.84,0.47,0,3.47
FCW 1514,Joe Wright Reservoir,JOER_062222,JOER,22-Jun-22,NORM,6.09,0.6,2.34,3.66,0.35,7.44,412.23,51.26,1.94,0.05,0.97,1.44,6.62,0.12,0.71,0.38,0,2.63
FCW 1523,JWC-Joe Wright @ Aspen Glen Campground,JWC_062222,JWC,22-Jun-22,NORM,2.25,4.2,3.67,3.6,0.57,7.3,300.6,42.95,1.42,0.06,0.79,1.22,6.15,0.02,0.66,0.28,0,2.33
FCW 1524,JWC-Joe Wright @ Aspen Glen Campground,JWC_062222,JWC,22-Jun-22,DUPLICATE,2.21,4.1,0.01,3.8,0.5,7.33,291.85,42.83,1.37,0.04,0.8,1.27,6.52,0.01,0.62,0.28,0,2.32
FCW 1513,Poudre at Legacy Bridge,LEGC_062222,LEGC,22-Jun-22,NORM,9.46,12.8,0.86,3.92,0.38,7.02,421,56.93,1.79,0.02,0.75,1.46,6.89,0.12,0.87,0.65,0,3.83
FCW 1512,Poudre at Bellvue Diversion,PBD_062222,PBD,22-Jun-22,NORM,7.63,17.6,1.17,4.1,0.43,7.56,401.33,46,1.49,0.05,0.7,1.17,5.53,0.12,0.59,0.66,0,2.33
FCW 1525,Poudre Below Rustic,PBR_062222,PBR,22-Jun-22,NORM,5.98,7.8,1.17,3.77,0.42,7.28,255.06,39.05,1.4,0.02,0.75,1.15,5.6,0.01,0.47,0.65,0,2.52
FCW 1510,Poudre Above North Fork,PNF_062222,PNF,22-Jun-22,NORM,8.83,17.6,0.94,4.1,0.43,7.21,388.71,44.51,1.57,0.01,0.62,1.24,5.22,0.1,0.5,0.63,0,2.36
FCW 1515,Poudre at Timberline,TMBR_062222,TIMB,22-Jun-22,NORM,14.2,17.6,1.3,3.59,0.65,7.34,800.34,134.22,7.5,0.06,1,3.3,14.06,0.14,4.34,0.96,0,17.86
FCW 1516,Poudre at Timberline,TMBR_062222,TIMB,22-Jun-22,DUPLICATE,12.82,18.2,,3.59,0.62,7.4,812.44,141.25,7.67,0.07,1,3.31,14.12,0.14,4.38,0.98,0,18.06
FCW 1533,Barnes Meadow Outflow,BMD_062322,BMD,23-Jun-22,NORM,8.99,4.4,1.85,6.22,0.45,7.34,466.31,73.02,2.25,0.18,1.29,1.59,10.85,0.08,1.72,0.77,0,7.91
FCW 1534,Barnes Meadow Reservoir,BRNR_062322,BRNR,23-Jun-22,NORM,0.29,0,1.72,6.66,0.44,7.57,526.75,80.44,2.28,0.06,1.3,1.6,11.1,0.02,1.7,0.39,0,7.76
FCW 1532,Chambers Inlet,CBRI_062322,CBRI,23-Jun-22,NORM,5.69,2.8,0.74,3.82,0.35,7.4,323.42,43.86,1.41,0.03,0.72,1.32,6.39,0.06,0.57,0.47,0,2.29
FCW 1535,Chambers Reservoir,CBRR_062322,CBRR,23-Jun-22,NORM,8.22,9.39,3.13,4.07,0.21,7.36,316.75,42.33,1.32,0.06,0.82,1.03,6.22,0.07,0.62,0.54,0,2.22
FCW 1536,Chambers Outflow,CHD_062322,CHD,23-Jun-22,NORM,0.99,1.58,2.93,3.36,0.32,7.41,376.25,47.84,1.45,0.07,0.88,1.12,6.55,0.04,0.62,0.62,0,2.22
FCW 1530,Joe Wright Inlet,JOEI_062322,JOEI,23-Jun-22,NORM,6.47,2.45,0.3,3.22,0.54,7.39,324.8,46.62,1.17,0.03,0.5,1.41,6.82,0.14,0.27,0.48,0,3.94
FCW 1531,Joe Wright Reservoir,JOER_062322,JOER,23-Jun-22,NORM,3.53,2,0.92,3.44,0.39,7.6,413.61,51.75,1.94,0.03,0.97,1.44,6.49,0.11,0.7,0.38,0,2.69
FCW 1527,Long Draw Outlet,LNGO_062322,LNGO,23-Jun-22,NORM,5.4,3.2,0.85,4.02,0.54,7.18,247.35,38.29,0.86,0.01,0.57,1,6.12,0.21,0.18,0.6,0,4.43
FCW 1526,Long Draw Reservoir,LNGR_062322,LNGR,23-Jun-22,NORM,5.43,2,0.8,4.02,0.34,7.15,222.96,38.13,0.94,0.01,0.59,1.04,6.21,0.12,0.19,0.61,0,4.38
FCW 1529,Peterson Outlet,PTRO_062322,PTRO,23-Jun-22,NORM,2.5,1.2,1.24,6.13,0.42,7.11,273.48,36.56,1.37,0.04,1.2,0.72,4.87,0.02,0.58,0.24,0,2.35
FCW 1528,Peterson Reservoir,PTRR_062322,PTRR,23-Jun-22,NORM,0.22,0.34,0.74,6.23,0.51,7.01,201.57,32.12,1.36,0.04,1.16,0.73,4.7,0.04,0.57,0.26,0,2.32
FCW 1537,Sleeping Elephant,SLEP_062722,SLEP,27-Jun-22,NORM,5.15,2.6,,3.68,0.3,7.21,392.36,48.39,1.35,0.09,0.83,1.24,6.72,0.01,0.66,0.62,0,2.34
FCW 1546,Barnes Meadow Outflow,BMD_062822,BMD,28-Jun-22,NORM,6.5,5.89,0.71,6.79,0.44,7.29,465.85,78.85,2.21,0.21,1.25,1.36,11.6,0.07,1.76,0.74,0,7.7
FCW 1547,Barnes Meadow Reservoir,BRNR_062822,BRNR,28-Jun-22,NORM,2.64,0.8,1.92,6.16,0.57,7.79,543.98,83.18,2.23,0.07,1.25,1.38,12.84,0.02,1.69,0.38,0,7.59
FCW 1541,Chambers Inlet,CBRI_062822,CBRI,28-Jun-22,NORM,3.75,1,0.59,3.92,0.32,7.41,327.57,41.46,1.18,0.03,0.65,1.52,5.41,0.04,0.59,0.33,0,1.89
FCW 1548,Chambers Reservoir,CBRR_062822,CBRR,28-Jun-22,NORM,3.04,1.96,1.1,3.29,0.24,7.43,328.63,41.83,1.29,0.05,0.76,0.95,5.41,0.08,0.63,0.23,0,2.06
FCW 1549,Chambers Outflow,CHD_062822,CHD,28-Jun-22,NORM,3.45,0.6,1.75,3.16,0.25,7.41,371.34,44.39,1.49,0.07,0.86,1,6.42,0.05,0.56,0.62,0,2.13
FCW 1539,Joe Wright Inlet,JOEI_062822,JOEI,28-Jun-22,NORM,6.43,18.79,0.53,3.01,0.38,7.33,303.14,42.22,1.19,0.02,0.64,1.45,6.59,0.14,0.36,0.66,0,2.39
FCW 1540,Joe Wright Reservoir,JOER_062822,JOER,28-Jun-22,NORM,2.89,1.4,1.1,3.48,0.34,7.35,425.2,58,2.76,0.02,1.13,1.69,7.41,0.1,0.84,0.24,0.13,3.06
FCW 1543,Long Draw Outlet,LNGO_062822,LNGO,28-Jun-22,NORM,3.29,0.8,1.06,3.88,0.48,7.15,223.5,36.4,0.85,0.02,0.52,0.85,5.15,0.19,0.15,0.6,0,4.7
FCW 1542,Long Draw Reservoir,LNGR_062822,LNGR,28-Jun-22,NORM,4.14,1,0.89,3.55,0.31,7.16,268.23,39.17,0.89,0.02,0.55,0.82,5.71,0.17,0.27,0.56,0,4.59
FCW 1545,Peterson Outlet,PTRO_062822,PTRO,28-Jun-22,NORM,2.68,2.91,1.25,5.89,0.48,7.16,277.31,34.38,1.4,0.1,1.15,0.62,4.13,0.02,0.58,0.26,0,2.26
FCW 1544,Peterson Reservoir,PTRR_062822,PTRR,28-Jun-22,NORM,4.42,2,0.69,6.45,0.52,7.05,231.16,31.28,1.35,0.06,1.11,0.63,3.97,0.04,0.55,0.23,0,2.22
FCW 1556,Beaver,BEAV_062922,BEAV,29-Jun-22,NORM,1.03,6.81,1.55,2.93,0.26,7.01,145.36,20.88,1.22,0.03,0.35,0.6,2.67,0.06,0.24,0.36,0,0.91
FCW 1550,Comanche Inflow,COMI_062922,COMI,29-Jun-22,NORM,0.53,0.91,0.36,2.99,0.22,7.01,165.11,21.32,1.25,0.04,0.28,0.51,2.88,0.02,0.23,0.56,0,0.67
FCW 1553,Comanche Outflow,COMO_062922,COMO,29-Jun-22,NORM,5.65,2.31,7.2,3.39,0.35,7.06,147.25,21.17,1.32,0.01,0.33,0.6,2.89,0.05,0.23,0.6,0,0.91
FCW 1551,Comanche Reservoir,COMR_062922,COMR,29-Jun-22,NORM,6.27,7.2,5.53,2.96,0.25,7.04,167.07,22.54,1.35,0.04,0.36,0.59,2.98,0.06,0.26,0.47,0,0.98
FCW 1552,Hourglass Inflow,HORI_062922,HORI,29-Jun-22,NORM,2.02,1.2,0.29,2.31,0.44,6.88,150.26,18.78,1,0.02,0.28,0.48,2.15,0.06,0.16,0.57,0,0.72
FCW 1554,Hourglass Outflow,HORO_062922,HORO,29-Jun-22,NORM,2.21,3.33,2.3,3.58,0.15,6.93,123.45,18.72,1.08,0.02,0.38,0.54,2.39,0.06,0.24,0.22,0,0.9
FCW 1555,Hourglass Reservoir,HORR_062922,HORR,29-Jun-22,NORM,0.41,0.82,1.93,2.95,0.17,7.09,142.35,19.12,0.99,0.03,0.34,0.52,2.29,0.07,0.24,0.21,0,0.82
FCW 1557,Poudre South Fork ,SFM_062922,SFM,29-Jun-22,NORM,2.94,4.63,0.83,3.38,0.2,7.06,201.16,23.63,1.39,0.03,0.37,0.66,2.7,0.12,0.28,0.36,0,1.06
FCW 1558,Poudre South Fork ,SFM_062922_DUP,SFM,29-Jun-22,DUPLICATE,3.09,5,0.81,3.25,0.22,7.09,199.49,24.34,1.38,0.02,0.37,0.69,3,0.12,0.25,0.34,0,1.06
FCW 1578,Barnes Meadow Outflow,BMD_070522,BMD,5-Jul-22,NORM,7.02,1.4,1.35,6.09,1,7.4,516.07,79.17,2.21,0.25,1.27,1.52,10.47,0.07,1.78,0.65,0,7.68
FCW 1579,Barnes Meadow Reservoir,BRNR_070522,BRNR,5-Jul-22,NORM,14.33,31.8,5.04,6.64,0.45,7.68,516.16,78.31,2.26,0.06,1.27,1.52,10.87,0.02,1.69,0.3,0,7.6
FCW 1573,Chambers Inlet,CBRI_070522,CBRI,5-Jul-22,NORM,3.42,1.2,0.66,3.13,0.32,7.44,316.43,41.68,1.37,0.02,0.73,1.23,5.5,0.05,0.57,0.37,0,2.18
FCW 1580,Chambers Reservoir,CBRR_070522,CBRR,5-Jul-22,NORM,6.39,2.4,3.83,3.11,0.11,7.49,316.94,39.37,1.17,0.03,0.74,1.05,5.53,0.08,0.49,0.09,0,1.78
FCW 1581,Chambers Outflow,CHD_070522,CHD,5-Jul-22,NORM,3.97,1.2,1.13,2.94,0.3,7.42,438.26,51.35,1.5,0.04,0.92,1.22,7,0.08,0.56,0.71,0,2.12
FCW 1571,Joe Wright Inlet,JOEI_070522,JOEI,5-Jul-22,NORM,1.85,1,0.44,1.9,0.33,7.35,372.28,55,1.21,0.02,0.42,1.48,7.43,0.12,0.27,0.5,0,4.61
FCW 1572,Joe Wright Reservoir,JOER_070522,JOER,5-Jul-22,NORM,2.05,1.6,1.73,3.46,0.3,7.37,385.44,46.75,1.34,0.01,0.65,1.21,5.72,0.11,0.64,0.19,0.2,2.38
FCW 1575,Long Draw Outlet,LNGO_070522,LNGO,5-Jul-22,NORM,1.85,1.4,1.05,3.29,0.31,7.15,212.02,39.93,0.82,0.02,0.54,1.03,6.11,0.19,0.16,0.54,0,5.44
FCW 1574,Long Draw Reservoir,LNGR_070522,LNGR,5-Jul-22,NORM,3.05,1.2,0.53,3.32,0.28,7.15,337,43.67,0.8,0.01,0.54,1.04,5.86,0.18,0.17,0.54,0,5.32
FCW 1582,Poudre Below Rustic,PBR_070522,PBR,5-Jul-22,NORM,3847.3,4350.8,,3.66,0.37,7.22,312.97,51.23,1.45,0.02,2.44,2.05,6.42,0.01,0.71,0.48,0.66,3.28
FCW 1576,Peterson Reservoir,PTRO_070522,PTRO,5-Jul-22,NORM,4.14,0.81,0.82,7.18,0.38,6.97,248.79,31.32,1.32,0.04,1.13,0.69,4.33,0.04,0.53,0.25,0,2.1
FCW 1577,Peterson Outlet,PTRR_070522,PTRR,5-Jul-22,NORM,2.73,0.4,0.62,6.76,0.35,7.21,300.54,35.56,1.35,0.05,1.14,0.67,4.43,0.02,0.52,0.25,0,2.11
FCW 1583,Beaver,BEAV_070622,BEAV,6-Jul-22,NORM,2.95,3,,2.84,0.21,6.89,167.99,23.89,1.31,0.02,0.38,0.71,3.42,0.07,0.24,0.37,0,0.79
FCW 1600,JWC-Joe Wright @ Aspen Glen Campground,JWC_071122,JWC,11-Jul-22,NORM,1.63,0.8,1.75,3.05,0.42,7.37,347.99,40.99,1.22,0.04,0.74,1.08,5.57,0.02,0.51,0.26,0,1.79
FCW 1598,Poudre at Bellvue Diversion,PBD_071122,PBD,11-Jul-22,NORM,8.1,18.6,1.02,3.18,0.25,7.67,465.99,58.23,2.11,0.04,0.73,1.64,7.5,0.15,1.3,0.35,0,3.05
FCW 1595,Poudre Below Rustic,PBR_071122,PBR,11-Jul-22,NORM,5.26,13,1.01,2.67,0.2,7.12,252.56,36.51,1.3,0.03,0.63,1.14,5.3,0.01,0.39,0.45,0,2.74
FCW 1594,Poudre Above Joe Wright,PJW_071122,PJW,11-Jul-22,NORM,2.97,2.6,0.62,3.32,0.34,7.02,244.31,37.67,0.99,0.02,0.49,1.07,5.35,0.02,0.26,0.63,0,3.94
FCW 1597,Poudre Above North Fork,PNF_071122,PNF,11-Jul-22,NORM,9.46,23.4,0.89,2.86,0.24,7.35,356.88,41.23,1.41,0.01,0.64,1.15,5.18,0.12,0.48,0.35,0,2.51
FCW 1596,Poudre Below S. Fork,PSF_071122,PSF,11-Jul-22,NORM,7.74,19.2,0.84,2.7,0.24,7.02,354.22,42.12,1.35,0.03,0.64,1.17,5.37,0.01,0.42,0.4,0,2.73
FCW 1599,Sleeping Elephant,SLEP_071122,SLEP,11-Jul-22,NORM,1.4,3.2,0.87,2.72,0.24,7.34,321.78,39.7,1.08,0.02,0.57,1.05,5.29,0.01,0.28,0.56,0,2.76
FCW 1608,Barnes Meadow Outflow,BMD_071322,BMD,12-Jul-22,NORM,4.5,0.67,0.8,6.26,0.82,7.3,538.51,78.45,2.31,0.23,1.2,1.46,10.23,0.06,1.72,0.34,0,7.6
FCW 1609,Barnes Meadow Reservoir,BRNR_071322,BRNR,12-Jul-22,NORM,4.5,0.67,3.67,6.43,0.41,7.44,522.91,75.67,2.11,0.04,1.24,1.34,10.22,0.02,1.54,0.24,0,7.44
FCW 1603,Chambers Inlet,CBRI_071322,CBRI,12-Jul-22,NORM,0.83,0.8,0.7,2.99,0.28,7.21,358.56,41.21,1.2,0.02,0.78,1.13,5.21,0.03,0.54,0.32,0,2.01
FCW 1610,Chambers Reservoir,CBRR_071322,CBRR,12-Jul-22,NORM,4.25,3,3.18,3,0.12,7.41,368.59,42.34,1.29,0.03,0.78,1.08,5.67,0.07,0.48,0.08,0,1.78
FCW 1611,Chambers Outflow,CHD_071322,CHD,12-Jul-22,NORM,4.25,3,1.18,2.86,0.38,7.33,428.11,49.34,1.58,0.04,0.91,1.03,6.42,0.04,0.54,0.33,0,2.01
FCW 1601,Joe Wright Inlet,JOEI_071322,JOEI,12-Jul-22,NORM,0.43,0.1,0.27,1.1,0.2,7.44,398.33,53.41,1.47,0.02,0.45,1.49,7.56,0.09,0.39,0.44,0,4.56
FCW 1602,Joe Wright Reservoir,JOER_071322,JOER,12-Jul-22,NORM,0.33,1,1.2,3.28,0.25,7.22,344.81,40.33,1.17,0.02,0.59,1.13,5.01,0.1,0.53,0.07,0,2.03
FCW 1605,Long Draw Outlet,LNGO_071322,LNGO,12-Jul-22,NORM,0.79,1.2,0.69,2.66,0.45,7.09,239.78,42.34,0.84,0.02,0.56,1.14,6.45,0.2,0.17,0.44,0,5.66
FCW 1604,Long Draw Reservoir,LNGR_071322,LNGR,12-Jul-22,NORM,0.47,1.2,1.23,3.34,0.21,7.06,303,45,0.9,0.01,0.59,1.09,5.99,0.2,0.27,0.44,0,5.56
FCW 1607,Peterson Outlet,PTRO_071322,PTRO,12-Jul-22,NORM,0.44,2.4,2.02,7.14,0.4,7.04,310.99,37.69,1.42,0.04,1.19,0.72,4.78,0.02,0.5,0.12,0,2.1
FCW 1606,Peterson Reservoir,PTRR_071322,PTRR,12-Jul-22,NORM,0.9,0.6,0.62,7.06,0.39,7.03,256.31,34.55,1.31,0.03,1.18,0.73,4.56,0.03,0.54,0.13,0,2.03
FCW 1625,Beaver,BEAV_071822,BEAV,18-Jul-22,NORM,6.26,5.6,0.9,2.94,0.24,6.99,201.89,27.01,1.67,0.01,0.41,0.74,3.73,0.07,0.26,0.14,0,0.8
FCW 1626,Beaver,BEAV_071822,BEAV,18-Jul-22,DUPLICATE,6.34,6.4,,2.83,0.23,6.97,210.58,28.15,1.67,0.01,0.41,0.73,3.81,0.07,0.23,0.14,0,0.84
FCW 1619,Comanche Inflow,COMI_071822,COMI,18-Jul-22,NORM,2.61,2,0.58,3.12,0.36,7.01,175.41,19.77,1.04,0.01,0.3,0.45,2.3,0.02,0.15,0.48,0,0.6
FCW 1622,Comanche Outflow,COMO_071822,COMO,18-Jul-22,NORM,8.74,4,5.1,3.45,0.21,6.93,194.56,21.71,1.08,0.05,0.34,0.48,2.43,0.02,0.17,0.23,0,0.72
FCW 1620,Comanche Reservoir,COMR_071822,COMR,18-Jul-22,NORM,15.43,16.6,12.46,3.32,0.17,7.02,235,27.12,1.57,0.01,0.41,0.66,3.42,0.02,0.2,0.25,0,0.87
FCW 1621,Hourglass Inflow,HORI_071822,HORI,18-Jul-22,NORM,0.6,0.2,0.57,1.89,0.27,6.77,178.45,21.01,1.07,0.03,0.33,0.49,2.44,0.05,0.16,0.26,0,0.66
FCW 1624,Hourglass Outflow,HORO_071822,HORO,18-Jul-22,NORM,2.05,1.4,1.2,1.89,0.11,7,240.34,29.07,1.62,0.01,0.41,0.76,3.67,0.02,0.24,0.14,0,0.97
FCW 1623,Hourglass Reservoir,HORR_071822,HORR,18-Jul-22,NORM,4.45,2,1.5,2.38,0.16,6.89,220.67,26.56,1.6,0.01,0.42,0.73,3.39,0.02,0.23,0.14,0,0.95
FCW 1627,Poudre South Fork ,SFM_071822,SFM,18-Jul-22,BLANK,0,0,0,0.05,0.01,5.56,5.61,1.58,0.05,0,0,0.01,0.08,0,0.04,0,0,0.01
FCW 1628,Poudre South Fork ,SFM_071822,SFM,18-Jul-22,NORM,5.98,0,0.8,2.66,0.32,7,249.89,29.77,1.66,0.01,0.42,0.74,3.78,0.07,0.26,0.15,0,1.05
FCW 1647,Barnes Meadow Outflow,BMD_071822,BMD,19-Jul-22,NORM,0.71,0.86,3.06,6.54,0.77,6.95,581.29,83.31,2.3,0.42,1.22,1.51,11.12,0.06,1.74,0.29,0,7.64
FCW 1648,Barnes Meadow Reservoir,BRNR_071822,BRNR,19-Jul-22,NORM,5.56,4.16,5.25,6.77,0.31,7.09,514.91,76.19,2.33,0.05,1.19,1.51,10.95,0.02,1.64,0.17,0,8.35
FCW 1646,Chambers Inlet,CBRI_071822,CBRI,19-Jul-22,NORM,7.8,0.37,0.83,3.1,0.24,7.08,424,48.78,1.58,0.02,0.69,1.24,6.68,0.03,0.59,0.3,0,1.97
FCW 1649,Chambers Reservoir,CBRR_071822,CBRR,19-Jul-22,NORM,15.41,13.6,2.62,3.1,0.17,7.19,335.23,38.63,1.12,0.07,0.54,0.84,5.16,0.06,0.35,0.09,0,1.39
FCW 1650,Chambers Outflow,CHD_071822,CHD,19-Jul-22,NORM,5.46,4,2.4,3.06,0.31,7.26,445.65,48.19,1.39,0.06,0.81,1.04,6.23,0.02,0.44,0.43,0,1.7
FCW 1643,Joe Wright Inlet,JOEI_071822,JOEI,19-Jul-22,NORM,1.53,0.56,0.4,1.07,0.22,7.3,420.12,56.71,1.3,0.03,0.41,1.48,8.14,0.05,0.33,0.47,0,5.34
FCW 1644,Joe Wright Inlet,JOEI_071822,JOEI,19-Jul-22,DUPLICATE,1.56,0.54,,1.03,0.23,7.2,434.89,58.67,1.28,0.07,0.38,1.5,8.22,0.04,0.33,0.48,0,5.34
FCW 1645,Joe Wright Reservoir,JOER_071822,JOER,19-Jul-22,NORM,6.22,4.2,2.09,3.62,0.22,7.19,421,50.77,1.43,0.03,0.62,1.34,6.91,0.09,0.56,0.09,0,2.67
FCW 1639,Long Draw Reservoir,LNGO_071822,LNGO,19-Jul-22,NORM,2.1,1.2,1.66,2.78,0.3,7,295.61,46.56,0.88,0.04,0.47,1.08,6.08,0.18,0.13,0.38,0,6.75
FCW 1640,Long Draw Outlet,LNGR_071822,LNGR,19-Jul-22,NORM,1.72,1.2,2.23,2.75,0.48,6.99,299.71,52.88,0.88,0.05,0.47,1.28,7.9,0.12,0.13,0.66,0,8.55
FCW 1642,Peterson Outlet,PTRO_071822,PTRO,19-Jul-22,NORM,2.34,2.93,2.31,7.28,0.54,7.04,310.3,37.23,1.67,0.04,1.02,0.65,5.03,0.06,0.5,0.11,0,2.01
FCW 1641,Peterson Reservoir,PTRR_071822,PTRR,19-Jul-22,NORM,3.03,2.55,1.1,7.53,0.47,7.13,276.56,38.77,1.43,0.04,1.03,0.68,5.98,0.02,0.48,0.12,0,2.02
FCW 1651,JWC-Joe Wright @ Aspen Glen Campground,JWC_072522,JWC,25-Jul-22,NORM,0.56,0.57,2.2,3.04,0.35,7.28,396.32,47.07,1.41,0.07,0.75,1.13,6.66,0.02,0.58,0.27,0,2.27
FCW 1652,JWC-Joe Wright @ Aspen Glen Campground,JWC_072522,JWC,25-Jul-22,BLANK,0.03,0.08,,0.02,0.01,5.7,3.86,1.09,0.03,0.01,0,0.02,0.05,0,0.04,0.02,0,0.02
FCW 1658,Poudre at Bellvue Diversion,PBD_072522,PBD,25-Jul-22,NORM,19.82,18.48,0.88,3.12,0.57,7.52,584.71,69.58,2.49,0.01,0.76,1.8,9.06,0.06,1.47,0.25,0,3.46
FCW 1655,Poudre Below Rustic,PBR_072522,PBR,25-Jul-22,NORM,0.84,3.6,0.84,2.81,0.42,7.21,395.98,48.21,1.6,0.03,0.7,1.32,6.93,0.05,0.48,0.53,0,3.62
FCW 1653,Poudre Above Joe Wright,PJW_072522,PJW,25-Jul-22,NORM,6.7,4.59,0.8,3.4,0.43,7.03,284,42.68,1.18,0.03,0.54,1.03,5.93,0.07,0.21,0.71,0,5.02
FCW 1657,Poudre Above North Fork,PNF_072522,PNF,25-Jul-22,NORM,5.84,6.89,0.89,2.73,0.21,7.15,413.54,52.15,1.79,0.01,0.71,1.34,7.03,0.05,0.59,0.3,0,3.22
FCW 1656,Poudre Below S. Fork,PSF_072522,PSF,25-Jul-22,NORM,3.25,6.98,0.88,2.81,0.65,7.12,397.51,50.77,1.71,0.01,0.69,1.43,6.97,0.04,0.49,0.4,0,2.89
FCW 1654,Sleeping Elephant,SLEP_072522,SLEP,25-Jul-22,NORM,8.72,8.31,1.34,2.92,0.39,6.93,382.28,47.52,1.34,0.02,0.64,1.14,6.54,0.01,0.33,0.67,0,3.6
FCW 1668,Barnes Meadow Outflow,BMD_072622,BMD,26-Jul-22,NORM,5.09,3.12,1.43,6.44,0.8,6.99,630.56,82.21,2.31,0.41,1.18,1.43,10.21,0.05,1.66,0.24,0,7.78
FCW 1669,Barnes Meadow Reservoir,BRNR_072622,BRNR,26-Jul-22,NORM,8.36,10.11,5.55,6.84,0.36,7.05,512.01,76.95,2.39,0.04,1.25,1.57,11.08,0.02,1.58,0.16,0,8.45
FCW 1666,Chambers Inlet,CBRI_072622,CBRI,26-Jul-22,DUPLICATE,8.52,5.4,,2.72,0.3,6.93,421.41,51.53,1.59,0.02,0.72,1.34,6.98,0.04,0.54,0.22,0,2.21
FCW 1667,Chambers Inlet,CBRI_072622,CBRI,26-Jul-22,NORM,6.5,5.4,0.81,2.75,0.3,6.94,421.23,50.63,1.61,0.02,0.74,1.33,6.89,0.04,0.53,0.22,0,2.22
FCW 1670,Chambers Reservoir,CBRR_072622,CBRR,26-Jul-22,NORM,22.08,17.4,2.83,2.81,0.23,7.15,362.37,41.86,1.23,0.03,0.68,1.03,5.34,0.06,0.38,0.08,0,1.49
FCW 1671,Chambers Outflow,CHD_072622,CHD,26-Jul-22,NORM,11.39,11.2,2.79,2.74,0.41,7.15,479.75,47.55,1.41,0.04,0.8,0.98,6.03,0.02,0.51,0.41,0,1.84
FCW 1664,Joe Wright Inlet,JOEI_072622,JOEI,26-Jul-22,NORM,5.1,4.29,0.39,1.13,0.33,7.29,449.12,56.06,1.28,0.03,0.35,1.45,8.01,0.03,0.27,0.44,0,5.44
FCW 1665,Joe Wright Reservoir,JOER_072622,JOER,26-Jul-22,NORM,6.95,4.2,2.85,3.27,0.29,7.25,399.37,51.51,1.49,0.03,0.65,1.43,6.99,0.09,0.59,0.07,0,2.7
FCW 1660,Long Draw Outlet,LNGO_072622,LNGO,26-Jul-22,NORM,0.47,0.89,1.75,2.21,0.28,6.91,343.34,56.69,0.92,0.03,0.47,1.25,7.76,0.18,0.12,0.66,0,8.93
FCW 1661,Long Draw Outlet,LNGO_072622,LNGO,26-Jul-22,BLANK,0.01,0.01,,0.02,0.03,5.27,3.08,2.23,0.04,0.02,0.02,0.06,0.06,0,0.03,0,0,0.01
FCW 1659,Long Draw Reservoir,LNGR_072622,LNGR,26-Jul-22,NORM,2.7,2.5,1.68,2.8,0.18,7,312.32,49.05,0.91,0.03,0.49,1.17,7.35,0.09,0.12,0.42,0,7.18
